Stats of file: src/es.corpus.full.txt

		67058397
, 	e 		248614

	k 		245119
l 	´ 		244342
f 	r 		241478
e 	o 		233048
o 	ñ 		228540
g 	l 		219198

	´ 		213050
o 	y 		211430

	w 		209383

	z 		197211
e 	y 		186957
. 	e 		186857
e 	z 		178402
, 	n 		178266
i 	x 		158443
n 	´ 		155447
m 	s 		153833
. 	n 		152469
c 	´ 		150370
o 	u 		150281
o 	z 		148246
l 	m 		146130
u 	y 		139424
s 	´ 		138049
d 	´ 		137985
t 	x 		131234
g 	´ 		128353
f 	n 		123097
a 	k 		122906
, 	l 		122700
l 	r 		121681
, 	r 		118694
. 	l 		118508
n 	z 		111582
f 	l 		111027
l 	s 		109668
. 	r 		109397
h 	s 		109332
h 	u 		107736
i 	k 		107336

	x 		106813
a 	w 		101715
p 	´ 		100808
p 	t 		100452
n 	v 		99786
d 	l 		98764
d 	s 		95839
e 	ñ 		94333
f 	´ 		92994
e 	k 		92730
r 	v 		90426
e 	w 		88276
b 	´ 		82862
o 	w 		81970
u 	v 		81424
l 	n 		81129
i 	j 		77549
v 	´ 		76967
c 	k 		76772
. 	d 		70194
e 	q 		69782
k 	o 		68102
r 	y 		67769
l 	v 		64651
a 	o 		63800
i 	w 		63281
b 	s 		62779
, 	i 		61188
, 	d 		60607
u 	z 		59518
l 	y 		58279
p 	x 		58197
. 	c 		57343
z 	´ 		57146
h 	p 		57091
q 	r 		52309
k 	r 		51686
n 	q 		51086
a 	q 		49977
, 	y 		49355
a 	x 		46625
. 	i 		46212
r 	z 		45582
. 	p 		44948
k 	s 		44173
o 	x 		43632
s 	y 		43416
m 	n 		42919
n 	y 		42714
. 	t 		42291
b 	t 		41053
k 	u 		40448
t 	y 		40306
. 	m 		39978
- 	a 		37402
h 	r 		36634
, 	t 		36220
h 	n 		35677
g 	h 		35611
k 	n 		35431
j 	´ 		34892
h 	´ 		34112
j 	n 		31490
f 	s 		30822
c 	p 		29466
m 	y 		28761
- 	e 		28370
- 	o 		28353
i 	q 		28256
- 	s 		28152
g 	s 		27456
, 	z 		27404
c 	y 		27232
, 	m 		26995
b 	n 		26907
d 	y 		25720
. 	y 		25053
. 	h 		24312
h 	y 		23272
d 	m 		23211
q 	s 		22903
- 	l 		22791
k 	l 		22253
c 	x 		22068
f 	t 		21780
i 	ñ 		21496
m 	t 		21421
k 	m 		21406

	+ 		21074
. 	w 		21031
c 	m 		20445
u 	x 		19972
. 	g 		19477
. 	u 		19364
o 	q 		19139
s 	w 		19138
- 	t 		18946
, 	k 		18863
b 	y 		18358
- 	n 		18297
h 	w 		18031
- 	p 		17671
, 	h 		17564
b 	j 		17282
, 	g 		17189
- 	i 		17185
´ 	ñ 		16711
, 	. 		16681
- 	c 		16628
h 	l 		16583
t 	z 		16367
. 	k 		16355
. 	z 		16043
. 	j 		16020
- 	r 		15977
. 	b 		15472
, 	u 		15296
c 	d 		14885
k 	y 		14805
. 	x 		14645
n 	w 		14502
y 	´ 		14436
- 	d 		14253
d 	v 		14251
v 	x 		13838
, 	x 		13746
d 	g 		13628
c 	z 		13223
- 	m 		13202
. 	f 		13041
l 	q 		12904
g 	m 		12885
p 	y 		12575
t 	w 		12478
- 	b 		12026
i 	y 		11947
, 	c 		11907
r 	w 		11370
. 	v 		11342
s 	v 		11109
g 	y 		11083
g 	t 		11028
u 	ñ 		10819
t 	v 		10599
h 	m 		10373
b 	d 		10062
- 	g 		9817
d 	w 		9503
h 	k 		9422
b 	c 		9336
- 	h 		9321
d 	h 		9099
, 	p 		8648
j 	r 		8357
d 	t 		8203
- 	f 		8053
l 	z 		8000
q 	z 		7980
, 	v 		7528
c 	f 		7427
n 	p 		7265
- 	x 		6804
w 	y 		6699
` 	e 		6643
d 	q 		6604
- 	u 		6482
, 	b 		6465
l 	w 		6000
k 	t 		5594
b 	g 		5521
b 	h 		5381
h 	z 		5272
- 	v 		5268
g 	z 		5241
, 	f 		5149
- 	y 		5029
v 	y 		4945
- 	. 		4903
d 	j 		4877
k 	w 		4828
- 	k 		4819
g 	k 		4770
` 	a 		4491
f 	m 		4438
d 	p 		4362
, 	w 		4303
d 	f 		4116
c 	g 		3937
c 	v 		3923
u 	w 		3762
- 	j 		3740
y 	z 		3678
g 	p 		3562
h 	x 		3562
- 	w 		3420
k 	´ 		3234
f 	g 		3229
s 	z 		3227
b 	f 		3187
f 	p 		3182
m 	z 		3159
f 	y 		3129
c 	w 		3062
- 	z 		2984
b 	p 		2798
c 	q 		2752
x 	´ 		2718
x 	y 		2680
m 	w 		2544
g 	w 		2532
f 	x 		2530

	< 		2524
d 	k 		2451
p 	w 		2407
d 	z 		2378
a 	ç 		2349
b 	w 		2306
` 	i 		2263
b 	v 		2249
b 	k 		2126
n 	ç 		2104
k 	p 		2071
r 	x 		2040
p 	v 		1905
j 	l 		1881

	` 		1859
f 	k 		1859
f 	w 		1811
, 	- 		1778
j 	s 		1751
b 	z 		1739
k 	z 		1691
h 	v 		1637
m 	v 		1633
l 	x 		1541
o 	ç 		1536
` 	o 		1481
p 	z 		1470
m 	x 		1438
f 	h 		1423
k 	v 		1417
b 	x 		1409
n 	x 		1365
j 	p 		1352
` 	l 		1350
` 	r 		1330
j 	t 		1270
. 	q 		1185
s 	x 		1176
, 	j 		1176
` 	t 		1167
- 	q 		1126
g 	v 		1066
d 	x 		1062
j 	k 		1021

	ç 		1002
w 	´ 		999
w 	z 		977
j 	m 		895
, 	q 		840
h 	j 		745
c 	j 		743
p 	q 		736
+ 	- 		710

	ñ 		708
g 	j 		635
` 	s 		633
- 	´ 		608
+ 	, 		578
` 	m 		551
f 	v 		542
w 	x 		528
f 	j 		520
v 	z 		520
` 	d 		518
` 	n 		491
j 	y 		477
f 	z 		462
+ 	c 		457
+ 	d 		452
- 	< 		448
g 	x 		441
v 	w 		430
q 	x 		428
` 	g 		421
+ 	. 		411
` 	h 		406
` 	p 		398
+ 	a 		396
i 	ç 		357
r 	ç 		323
q 	t 		309
` 	c 		304
k 	x 		298
j 	v 		277
e 	ç 		269
h 	q 		259
u 	ç 		255
- 	` 		250
+ 	s 		248
+ 	t 		228
+ 	n 		226
+ 	l 		225
b 	q 		217
+ 	i 		215
+ 	e 		213
x 	z 		211
m 	q 		210
` 	z 		207
j 	w 		204
` 	u 		192
q 	w 		190
` 	b 		179
` 	f 		175
q 	v 		174
+ 	r 		170
+ 	m 		170
f 	q 		169
+ 	p 		166
g 	q 		159
+ 	f 		158
+ 	k 		150
+ 	b 		146
q 	y 		139
` 	y 		132
+ 	o 		125
` 	v 		124
j 	z 		114
+ 	h 		109
j 	x 		108
´ 	ç 		105
q 	´ 		100
+ 	g 		77
+ 	v 		71
. 	< 		67
l 	ç 		58
+ 	u 		57
. 	´ 		57
` 	j 		56
< 	s 		53
k 	q 		51
+ 	x 		50
j 	ñ 		48
j 	q 		48
d 	ñ 		48
` 	x 		48
< 	b 		43
< 	a 		41
, 	< 		41
+ 	w 		39
+ 	y 		37
, 	ç 		37
< 	d 		28
h 	ç 		27
< 	e 		26
s 	ñ 		25
l 	ñ 		24
` 	k 		24
, 	´ 		23
. 	ç 		23
c 	ñ 		22
k 	ç 		20
` 	ç 		20
p 	ñ 		19
g 	ñ 		19
y 	ñ 		19
< 	o 		18
< 	c 		18
, 	` 		17
< 	r 		16
+ 	j 		16
+ 	q 		16
. 	` 		16
< 	l 		16
< 	m 		15
. 	ñ 		15
< 	n 		15
- 	ñ 		15
< 	f 		14
h 	ñ 		14
< 	h 		14
` 	w 		14
+ 	z 		14
m 	ñ 		13
, 	ñ 		12
c 	ç 		12
r 	ñ 		12
< 	t 		11
< 	p 		11
n 	ñ 		11
t 	ñ 		10
v 	ñ 		9
t 	ç 		9
< 	i 		9
< 	g 		8
b 	ñ 		8
s 	ç 		7
< 	v 		7
m 	ç 		6
+ 	< 		6
< 	x 		5
` 	ñ 		5
p 	ç 		4
b 	ç 		4
< 	y 		3
- 	ç 		3
d 	ç 		3
` 	´ 		3
< 	j 		3
+ 	´ 		2
f 	ç 		2
+ 	` 		2
x 	ç 		2
+ 	ç 		2
` 	q 		2
< 	w 		2
< 	u 		2
< 	´ 		2
k 	ñ 		1
< 	q 		1
z 	ñ 		1
< 	z 		1
ç 	ñ 		1
g 	ç 		1
y 	ç 		1
f 	ñ 		1
v 	ç 		1

	d 	e 		2270726
d 	e 	
		1756692

	l 	a 		1120671
o 	s 	
		1028480
e 	l 	
		1001542
l 	a 	
		952410

	e 	n 		936356
e 	n 	
		918227

	c 	o 		852251
e 	s 	
		825952
a 	s 	
		801136

	e 	l 		718831
o 	n 	
		715079
e 	n 	t 		639431

	e 	s 		588954
e 	
	l 		574406

	y 	
		558523
o 	
	d 		510752
s 	
	d 		508412
d 	o 	
		503703
a 	
	d 		495974
c 	o 	n 		494092
u 	e 	
		492346

	u 	n 		489384
n 	t 	e 		487272

	s 	e 		466768
q 	u 	e 		463975

	. 	
		450112
i 	´ 	o 		440634
´ 	o 	n 		423637

	l 	o 		418971

	q 	u 		408986
e 	s 	t 		407895
a 	d 	o 		394180
r 	a 	
		392970
i 	a 	
		392306
t 	e 	
		389378

	a 	
		379827
e 	
	e 		373858

	p 	o 		373442
a 	
	e 		369477
l 	o 	s 		369041

	p 	a 		365892
a 	l 	
		365719

	r 	e 		362969

	c 	a 		359987
n 	
	e 		353664
o 	r 	
		352137
a 	
	c 		348310

	p 	r 		347038

	s 	u 		345707
s 	e 	
		343573
o 	
	e 		341416
n 	a 	
		318660
e 	
	d 		316782
a 	c 	i 		316623
d 	e 	l 		314504
s 	t 	a 		304007
c 	i 	´ 		302372
a 	
	p 		295119
s 	
	e 		293585
p 	a 	r 		293444
. 	
	e 		292966
r 	e 	s 		289582

	, 	
		288653

	i 	n 		285931
n 	
	l 		284005
t 	o 	
		281497
p 	o 	r 		280993
s 	, 	
		277011

	a 	l 		274909
e 	
	s 		273314
e 	r 	a 		271583
c 	o 	m 		271316
e 	
	c 		268170
a 	n 	t 		267898
a 	
	l 		267823
a 	, 	
		266821
i 	c 	a 		266684
e 	
	a 		266495
a 	n 	
		260740
t 	r 	a 		260330

	m 	a 		259337
i 	e 	n 		256087
m 	e 	n 		250964
t 	a 	
		249745
l 	a 	s 		245842
u 	n 	
		241326
d 	a 	
		241150
s 	. 	
		239072
t 	e 	r 		238856
n 	
	d 		237468
´ 	i 	a 		232030
c 	i 	a 		230214
s 	
	c 		230053
s 	
	p 		226830
o 	
	a 		225903
a 	
	a 		225689
o 	, 	
		224380
´ 	o 	
		224001
a 	r 	a 		223756
i 	s 	t 		223676
a 	
	s 		222781
, 	
	e 		222496
n 	c 	i 		220941
u 	n 	a 		219014
i 	o 	n 		218986
a 	n 	d 		212081

	d 	i 		211917
a 	r 	
		211027

	p 	e 		209603
a 	d 	a 		209132
e 	r 	o 		207243
a 	. 	
		206172

	s 	i 		205113
s 	
	a 		200830
i 	d 	a 		200767

	h 	a 		200259
d 	e 	s 		197674
e 	
	p 		197397
p 	e 	r 		194467
i 	o 	
		194148
n 	o 	
		193993
d 	a 	d 		193876
c 	i 	o 		192562
r 	a 	n 		191664
l 	
	d 		190848
r 	o 	
		189698
n 	t 	o 		189106
e 	r 	
		188358
d 	o 	s 		187934
n 	d 	o 		187173
r 	e 	
		183824
o 	
	p 		183560
o 	
	c 		177958
a 	l 	e 		176762
m 	o 	
		176432
s 	u 	
		176201
l 	e 	s 		174442
p 	r 	o 		174143

	n 	o 		173835
i 	c 	i 		172808
n 	t 	r 		171493
l 	o 	
		171139

	f 	u 		171010
n 	t 	a 		165786
i 	n 	a 		163058
n 	e 	s 		162169
e 	n 	c 		161221
a 	
	m 		158260
o 	n 	a 		158215
o 	n 	e 		157728
i 	d 	o 		157025

	t 	r 		156601
o 	. 	
		156585

	s 	o 		155695
e 	r 	i 		153875
e 	
	m 		151579
l 	
	c 		151112
a 	r 	i 		150423
a 	r 	t 		149289
. 	
	l 		148349
l 	
	p 		147088

	c 	u 		146937
o 	
	s 		145996
t 	o 	r 		145985

	m 	e 		144779

	t 	e 		144447
n 	
	c 		144253
s 	
	s 		143498
s 	t 	e 		142126
e 	n 	e 		141427
n 	
	a 		139597
n 	
	s 		139234
o 	m 	o 		138721

	m 	u 		138648
e 	c 	i 		138537
f 	u 	e 		137305
c 	a 	
		136474
e 	s 	p 		136321

	b 	a 		136077

	m 	i 		135705
r 	e 	c 		135400
r 	i 	o 		134855
s 	t 	r 		134618
e 	
	t 		134492
p 	r 	e 		133830

	l 	e 		133463
, 	
	c 		133245
i 	c 	o 		133012
t 	r 	o 		132738
a 	l 	i 		130808
m 	a 	n 		128177
a 	d 	
		127506

	a 	n 		126764
b 	r 	e 		126734
u 	r 	a 		125705
g 	r 	a 		125402

	s 	a 		124819
s 	
	y 		124793
n 	
	p 		124379
s 	
	m 		124287
, 	
	p 		124056
o 	
	l 		123768
e 	, 	
		123473
t 	o 	s 		121392

	t 	a 		120773
r 	
	e 		120538
e 	n 	d 		119343

	v 	i 		118790
t 	e 	s 		118400

	e 	x 		118242
r 	a 	s 		118136
o 	r 	i 		118055
m 	´ 	a 		118021
r 	o 	n 		117394
n 	o 	s 		116886
s 	t 	i 		115780
, 	
	l 		115737
t 	i 	c 		115289

	t 	o 		115254
, 	
	a 		115132
t 	e 	n 		115107
r 	´ 	i 		114665
r 	i 	a 		114346

	m 	o 		114207
c 	a 	r 		114025
i 	t 	a 		113887
a 	
	f 		113712
n 	a 	l 		113695
r 	o 	s 		113680
. 	
	s 		113567
e 	
	u 		113207
r 	a 	d 		112865
, 	
	s 		112273
a 	
	r 		111484
i 	e 	r 		111472

	m 	´ 		110758
a 	b 	a 		110692
a 	
	y 		110015
m 	e 	r 		109709
t 	a 	d 		109591
o 	n 	t 		109151
u 	n 	i 		108921
c 	o 	
		108660
s 	
	. 		107738

	a 	r 		107071
i 	n 	t 		107047
a 	
	t 		106943
r 	e 	n 		106817

	p 	u 		106324
. 	
	a 		106197
l 	
	e 		105785
, 	
	d 		105708

	g 	r 		105611
u 	e 	r 		105414
r 	
	d 		105080
c 	a 	s 		104833

	v 	e 		104759
e 	r 	e 		104744

	d 	o 		104674
t 	a 	n 		104631
´ 	a 	s 		104227
d 	e 	n 		104122
m 	a 	r 		103968

	- 	
		103950
c 	a 	n 		103926
s 	t 	o 		103643
a 	m 	e 		103629

	a 	c 		103535
t 	a 	l 		103507
r 	t 	e 		102429
o 	r 	e 		102288
l 	a 	n 		101230
t 	r 	e 		100442
n 	d 	e 		100323
l 	
	s 		100287
l 	
	a 		99692
d 	e 	r 		99677
t 	a 	r 		99310
l 	e 	
		99269
e 	r 	s 		99134
v 	e 	r 		98764
a 	n 	c 		98595
l 	
	m 		97982
e 	
	r 		97832
e 	
	h 		97666
a 	n 	a 		97366
r 	
	l 		97299
s 	
	l 		97223
c 	e 	s 		95761
e 	r 	t 		95702
i 	n 	c 		95632
e 	d 	i 		95442
p 	r 	i 		95132
a 	r 	e 		94987
e 	r 	n 		94851
r 	m 	a 		94815
e 	l 	a 		94780
. 	
	c 		94062
i 	o 	s 		93912
o 	n 	s 		93489

	j 	u 		92951
e 	
	f 		92700
u 	s 	
		92656
m 	a 	
		92478
a 	n 	o 		91622
s 	e 	r 		91116
a 	c 	e 		90855
i 	a 	s 		90467

	c 	i 		90140
q 	u 	i 		89477
t 	a 	m 		89128
a 	
	i 		89023
e 	s 	, 		88893
s 	o 	n 		88870
f 	i 	c 		88690
n 	, 	
		88643
o 	r 	t 		88622
o 	r 	a 		88583
s 	
	t 		87936
e 	
	i 		87766
s 	
	u 		87486
e 	s 	c 		87393
i 	a 	l 		87080
i 	d 	e 		87071

	t 	i 		87019
y 	
	e 		86988
d 	o 	r 		86652

	l 	i 		86648
n 	i 	c 		86332
n 	t 	i 		86253
c 	i 	e 		86060
i 	a 	n 		85872
f 	o 	r 		85858
a 	
	u 		85782
. 	
	p 		85618
e 	l 	e 		85398
o 	
	y 		85119
a 	m 	b 		85023
i 	l 	i 		85013
n 	d 	a 		84989
o 	
	m 		84911
e 	c 	t 		84657
n 	
	m 		84509

	n 	a 		83680
n 	e 	r 		83266
a 	ñ 	o 		82861
g 	e 	n 		82822
n 	
	u 		82671
e 	s 	a 		82553
l 	a 	c 		82445
o 	s 	, 		82270
m 	i 	n 		82109
a 	s 	t 		82084
m 	i 	e 		82037
d 	a 	s 		81898
e 	m 	p 		81870
e 	. 	
		81819
l 	a 	r 		81658
t 	u 	r 		81114
a 	c 	t 		81053
o 	r 	m 		81034
i 	n 	g 		80907
o 	l 	o 		80851
m 	b 	r 		80466

	f 	i 		80341
t 	i 	e 		80152
, 	
	y 		80082
. 	
	d 		79691
c 	u 	a 		79397
a 	r 	o 		79339

	h 	i 		79026
c 	t 	o 		78656
d 	i 	s 		77729
a 	
	v 		77598
p 	u 	e 		77589
t 	a 	s 		77555
´ 	a 	n 		77219
r 	t 	i 		77050
o 	s 	. 		76609
e 	s 	. 		76441
i 	z 	a 		76412
a 	
	q 		76184
´ 	e 	n 		75923
r 	i 	c 		75790

	r 	o 		75683
m 	b 	i 		75622
r 	a 	l 		75562
e 	s 	i 		75188
d 	i 	c 		75176
i 	t 	o 		75122
a 	t 	i 		74804
´ 	e 	s 		74669

	f 	r 		74461
n 	
	t 		73981
o 	
	q 		73896
r 	a 	c 		73750
a 	t 	a 		73514
c 	h 	a 		73444
e 	
	n 		73279
u 	n 	d 		73217
a 	l 	a 		73209
r 	e 	a 		73130
a 	d 	e 		73012
a 	m 	a 		72892
a 	m 	i 		72788
r 	
	a 		72700
i 	m 	e 		72635
n 	. 	
		72461

	f 	o 		72325
s 	
	q 		72274
e 	s 	e 		72025
t 	i 	v 		71990
a 	n 	i 		71800

	f 	a 		71775
s 	a 	
		71500

	c 	r 		71260
o 	n 	d 		71117
u 	a 	l 		71063
s 	o 	
		70665
i 	n 	
		70494
c 	a 	d 		70393
s 	
	r 		70261

	v 	a 		70209
c 	e 	n 		70027

	a 	s 		69986
t 	r 	i 		69870
c 	a 	l 		69833
l 	i 	c 		69795
r 	i 	m 		69712

	c 	e 		69542
p 	o 	s 		69455
c 	o 	s 		69174
a 	s 	, 		69167
e 	
	o 		68837
c 	o 	r 		68656
u 	e 	n 		68592

	o 	r 		68475
i 	n 	o 		68382
e 	
	b 		68222
a 	
	b 		68043
s 	u 	s 		67945
r 	t 	a 		67830
c 	u 	l 		67473

	h 	o 		67452
n 	d 	i 		67229
c 	u 	e 		67065
s 	
	f 		67016
y 	
	l 		66996
c 	i 	d 		66700
a 	
	n 		66618
o 	
	t 		66516
n 	a 	s 		66467
s 	
	i 		66402
u 	l 	a 		66121
o 	c 	i 		65956
g 	o 	
		65674
. 	
	t 		65484
f 	e 	r 		65264
o 	m 	p 		65186
c 	e 	r 		65043
a 	
	o 		64684
a 	
	. 		64666
i 	t 	u 		64656
l 	
	t 		64487

	t 	h 		64436
o 	
	u 		64206
b 	l 	e 		64007
e 	
	v 		63859
s 	p 	e 		63782
s 	i 	d 		63598
e 	n 	a 		63463
s 	a 	n 		63378
n 	a 	d 		63345
n 	e 	
		63295
y 	
	c 		62377
e 	x 	t 		62359
t 	h 	e 		62275
s 	
	o 		62200
c 	o 	l 		62126
m 	p 	o 		62124
e 	n 	s 		61931

	o 	
		61919
d 	
	d 		61760
v 	e 	n 		61584
, 	
	m 		61398
a 	
	h 		61254
y 	
	s 		61241
i 	´ 	e 		61214
l 	, 	
		61200

	a 	ñ 		61172
o 	n 	o 		61107
i 	l 	a 		61104

	a 	u 		61083
a 	
	g 		60825

	c 	h 		60645
m 	u 	n 		60623
t 	i 	n 		60439

	a 	p 		60318
o 	n 	i 		60192
l 	i 	a 		60088
b 	e 	r 		59856
d 	i 	a 		59802
d 	i 	o 		59446
o 	m 	b 		59231
e 	d 	e 		59183
e 	r 	m 		59137
r 	, 	
		58886

	l 	u 		58802
s 	e 	n 		58629
c 	e 	
		58502
n 	a 	c 		58481
c 	a 	m 		58328
u 	l 	t 		58212

	a 	m 		58177
e 	t 	a 		58101

	h 	e 		58090
b 	i 	´ 		58053
h 	e 	
		58024
p 	l 	a 		57951
o 	m 	e 		57820
a 	t 	e 		57792
t 	e 	m 		57555
b 	r 	a 		57489
o 	b 	r 		57480
a 	s 	. 		57380
i 	n 	e 		57139
e 	m 	a 		57122
i 	m 	i 		57058
l 	´ 	i 		56885
r 	´ 	a 		56829
b 	a 	n 		56572
r 	i 	t 		56530
e 	r 	´ 		56418
i 	s 	
		56418
m 	a 	d 		56345
y 	
	d 		56216
r 	i 	n 		56082
r 	n 	o 		56018
t 	´ 	a 		56012
u 	e 	s 		55988
l 	
	r 		55976
s 	
	h 		55974
u 	c 	i 		55845
c 	i 	p 		55806
r 	
	s 		55717
e 	l 	o 		55556
o 	c 	a 		55522
m 	i 	l 		55208
a 	l 	m 		55059

	g 	e 		55019

	p 	i 		54943
, 	
	t 		54934
a 	r 	g 		54860

	e 	m 		54444
e 	r 	c 		54430
m 	o 	n 		54428
e 	
	g 		54380
i 	n 	i 		54303
. 	
	m 		54220
n 	c 	e 		54157
i 	s 	i 		54066
o 	l 	a 		54037
s 	i 	n 		53916

	o 	f 		53827
c 	h 	o 		53790

	g 	a 		53753
l 	. 	
		53742
s 	i 	´ 		53475
o 	g 	r 		53430
y 	
	a 		53346
b 	a 	r 		53322
m 	a 	s 		53281

	o 	t 		53148

	d 	a 		53082

	g 	u 		53078
i 	a 	, 		53012
i 	t 	i 		53008
i 	g 	u 		52964

	n 	u 		52907
a 	s 	i 		52885
n 	s 	t 		52862
s 	i 	g 		52729
, 	
	q 		52691
p 	o 	
		52645
p 	e 	c 		52586
n 	i 	d 		52230

	r 	a 		52151
r 	o 	p 		52132

	a 	d 		52104

	p 	l 		52094
v 	o 	
		51881

	b 	o 		51819
i 	e 	m 		51784
h 	a 	b 		51502
e 	
	y 		51353
m 	i 	s 		51303
l 	i 	z 		51203
e 	m 	b 		51164
o 	s 	t 		50850
b 	a 	
		50759
r 	a 	t 		50737
m 	e 	d 		50654
h 	a 	
		50580
a 	r 	c 		50553
n 	
	f 		50461

	d 	u 		50429
a 	s 	a 		50320
r 	i 	e 		50245
i 	v 	a 		50217
o 	t 	r 		50192
i 	s 	m 		50110
u 	e 	l 		50056
r 	. 	
		50026
g 	a 	r 		49951
i 	v 	e 		49873
r 	
	c 		49840
o 	d 	o 		49781
e 	c 	e 		49725
i 	r 	
		49537

	o 	b 		49400
i 	n 	d 		49365
m 	p 	l 		49263
s 	t 	´ 		49252
d 	o 	n 		48798
o 	
	r 		48757
n 	o 	m 		48718
y 	
	p 		48669
s 	
	n 		48645
l 	i 	d 		48491
l 	m 	e 		48435
g 	u 	a 		48430
n 	
	r 		48401
e 	n 	o 		48130
a 	t 	o 		48124
t 	u 	a 		48111
s 	p 	a 		48029
e 	
	. 		47939
a 	r 	d 		47916
r 	e 	g 		47855
o 	
	f 		47830
u 	d 	a 		47755
o 	n 	, 		47751
v 	i 	d 		47707
a 	s 	e 		47691
l 	a 	d 		47504
n 	
	i 		47470
s 	i 	t 		47435

	f 	e 		47419
t 	o 	d 		47384
s 	i 	c 		47381
i 	m 	a 		47305
u 	n 	t 		47298
i 	f 	i 		47248
e 	
	, 		47232
a 	p 	a 		47097
f 	r 	a 		47033
i 	m 	p 		47014
z 	a 	
		46975
s 	a 	r 		46974
t 	a 	c 		46823

	c 	l 		46327
n 	a 	r 		46226

	i 	m 		46118
g 	u 	n 		46081
e 	v 	a 		45878
e 	d 	a 		45850
o 	l 	i 		45672
u 	a 	n 		45628
n 	o 	r 		45617
j 	o 	
		45589
c 	r 	i 		45531
l 	e 	c 		45324
p 	a 	l 		45317

	b 	r 		45246

	e 	r 		45239
d 	u 	c 		45217
r 	a 	b 		45171
e 	l 	i 		45050
t 	´ 	o 		44957
c 	t 	u 		44934
o 	m 	i 		44916
n 	
	. 		44847
e 	
	q 		44664
r 	a 	r 		44659
o 	
	i 		44559
c 	r 	e 		44552
o 	
	h 		44415
g 	u 	i 		44386
v 	a 	
		44376

	b 	e 		44372
f 	i 	n 		44358
b 	a 	j 		44283
e 	f 	e 		44196
r 	
	p 		44179
v 	i 	s 		44153
c 	h 	i 		44149
o 	
	n 		44110

	n 	e 		44025
ñ 	o 	s 		43910
o 	m 	a 		43903
