XXX Cal normalitzar
Stats of file: src/ca.corpus.full.txt

		27510344
b 	c 		3425
, 	v 		3266
` 	j 		3183
- 	v 		3179
n 	x 		3177
- 	u 		3125
- 	k 		3036
t 	v 		2965
j 	r 		2862
d 	w 		2777
- 	f 		2717
b 	g 		2639
, 	f 		2627
o 	ñ 		2597
` 	ç 		2524
g 	k 		2499
. 	z 		2495
d 	p 		2470
h 	´ 		2467
e 	ç 		2454
l 	w 		2448
` 	z 		2404
´ 	ç 		2369
- 	x 		2238
k 	t 		2140
j 	´ 		2108
g 	p 		2098
z 	´ 		2071
e 	ñ 		2060
` 	y 		2053
b 	h 		1996
n 	p 		1985
c 	g 		1963
d 	q 		1938
w 	y 		1930
h 	z 		1911
- 	. 		1877
- 	w 		1833
u 	w 		1832
- 	y 		1779
b 	w 		1709
c 	v 		1593
d 	z 		1542
- 	j 		1500
k 	´ 		1493
f 	g 		1459
p 	ç 		1414
f 	p 		1402
d 	f 		1370
u 	ç 		1360
v 	y 		1333
l 	q 		1332
s 	z 		1321
i 	ñ 		1273
j 	l 		1236
f 	y 		1195
y 	z 		1183
- 	z 		1178
c 	q 		1158
g 	w 		1129
m 	v 		1111
f 	k 		1110

	< 		1101
b 	k 		1095
v 	w 		1082
y 	´ 		1080
p 	v 		1077
, 	w 		1072
l 	x 		1071
b 	v 		1063
u 	ñ 		1048
i 	ç 		1037
- 	` 		1026
c 	z 		1000
b 	z 		978
k 	z 		951
b 	p 		927
d 	k 		918
m 	w 		916
- 	q 		901
h 	x 		878
s 	x 		868
c 	w 		829
m 	z 		815
f 	x 		815
. 	ç 		801
m 	x 		795
j 	s 		787
b 	f 		786
x 	y 		773
, 	- 		733
g 	v 		710
k 	p 		703
j 	p 		667
. 	q 		666
j 	k 		666
p 	z 		594
, 	q 		583
b 	x 		579
k 	v 		573
q 	z 		521
h 	v 		510
w 	z 		505
h 	j 		491
g 	z 		483
f 	h 		459
, 	j 		403
j 	m 		399
f 	w 		382
c 	j 		329
+ 	. 		317
g 	j 		307
w 	´ 		305
p 	w 		300
d 	x 		294
w 	x 		275
+ 	, 		265
q 	t 		264
k 	x 		258
´ 	ñ 		252
` 	k 		242
` 	w 		214
f 	v 		206
f 	z 		204
+ 	c 		202
v 	z 		193
- 	´ 		188
+ 	s 		185
+ 	a 		171
f 	j 		168
j 	y 		165
g 	x 		159
j 	v 		148
- 	< 		148
+ 	l 		146
+ 	- 		146
h 	q 		123
b 	q 		118
q 	x 		111
m 	q 		103
+ 	d 		97
+ 	n 		96
j 	z 		96
+ 	b 		90
+ 	i 		89
+ 	e 		83
m 	ç 		80
< 	h 		80
p 	q 		78

	ñ 		77
+ 	g 		75
q 	v 		75
+ 	t 		74
+ 	r 		74
+ 	k 		65
+ 	p 		64
g 	q 		61
x 	z 		59
+ 	m 		55
+ 	h 		54
k 	q 		50
j 	w 		49
+ 	x 		48
. 	´ 		46
j 	x 		45
q 	w 		44
< 	a 		42
+ 	u 		42
+ 	o 		42
h 	ç 		42
q 	y 		41
f 	q 		36
+ 	v 		28
` 	ñ 		27
- 	ç 		26
+ 	f 		24
+ 	j 		21
+ 	y 		21
c 	ñ 		19
. 	< 		17
s 	ç 		15
` 	q 		15
< 	c 		14
+ 	w 		13
t 	ç 		13
j 	q 		12
< 	m 		12
k 	ç 		12
, 	< 		12
< 	s 		11
< 	p 		11
, 	´ 		10
< 	e 		10
j 	ñ 		9
, 	` 		9
< 	l 		9
+ 	q 		8
< 	f 		8
+ 	z 		8
< 	i 		8
. 	` 		7
< 	r 		6
< 	x 		6
< 	n 		6
c 	ç 		6
< 	o 		5
< 	t 		5
s 	ñ 		5
. 	ñ 		5
< 	j 		5
< 	y 		4
< 	v 		4
d 	ç 		4
< 	b 		4
, 	ñ 		3
t 	ñ 		3
l 	ñ 		3
v 	ñ 		3
p 	ñ 		3
+ 	´ 		2
x 	ç 		2
< 	g 		2
< 	q 		2
+ 	< 		2
n 	ñ 		2
< 	u 		2
< 	´ 		2
` 	´ 		2
y 	ñ 		2
b 	ç 		2
+ 	` 		1
< 	z 		1
z 	ç 		1
< 	w 		1
< 	d 		1
b 	ñ 		1
g 	ç 		1
x 	ñ 		1
< 	k 		1
v 	ç 		1
g 	ñ 		1
- 	ñ 		1
r 	ñ 		1

	d 	e 		828302
e 	s 	
		560772
d 	e 	
		550889
e 	l 	
		405316
l 	a 	
		365143

	l 	a 		348573

	e 	l 		333782

	i 	
		257374

	c 	o 		254341
a 	
	d 		231259
e 	n 	t 		230096

	a 	
		227466
e 	n 	
		219421
s 	
	d 		218369

	e 	s 		209942
q 	u 	e 		209856
e 	
	l 		208587

	s 	e 		203109

	e 	n 		200180

	u 	n 		196517

	p 	e 		193995
e 	r 	
		193692
l 	s 	
		190544

	q 	u 		180152
p 	e 	r 		176876
d 	e 	l 		175855
a 	l 	
		171568
n 	t 	
		171270
v 	a 	
		166453

	a 	l 		166342

	. 	
		164114

	c 	a 		157681

	v 	a 		157448
e 	s 	t 		151581

	l 	
		150083
a 	r 	
		149261
i 	a 	
		148535
a 	t 	
		143987

	r 	e 		143086
e 	l 	s 		143060
m 	e 	n 		140442

	d 	
		140397
a 	
	l 		137108
i 	´ 	o 		136033
n 	a 	
		135627
a 	
	c 		134702

	p 	r 		133901
u 	e 	
		131026
a 	
	p 		128302
´ 	o 	
		128287
a 	n 	t 		126807
´ 	e 	s 		126414
l 	e 	s 		126081
s 	. 	
		125637
a 	
	a 		122686

	m 	a 		121292
r 	e 	s 		118694

	, 	
		118104
a 	
	e 		114734
s 	, 	
		114447
s 	
	a 		114418

	l 	e 		114092
a 	. 	
		113969
a 	, 	
		113360
. 	
	e 		113303
t 	s 	
		111980
s 	
	e 		110880
a 	
	s 		110441
t 	
	d 		110117
r 	e 	
		109759
r 	a 	
		109478
c 	o 	n 		108178
t 	a 	t 		105797
s 	t 	a 		105637
c 	o 	m 		104802
c 	i 	´ 		104679

	p 	a 		104510
e 	r 	a 		102980
n 	s 	
		102280
a 	c 	i 		101768

	- 	
		101607
d 	e 	s 		99790
a 	m 	b 		99673
e 	
	d 		97491

	n 	o 		97422

	a 	n 		95489
s 	
	p 		95457
t 	a 	
		95200
u 	n 	
		94478

	p 	o 		92803

	a 	m 		92619
i 	c 	a 		92511
t 	e 	r 		91399
l 	
	d 		90061

	d 	i 		88632
o 	n 	s 		88362
t 	r 	e 		86945
a 	n 	
		86417

	i 	n 		85783
s 	
	c 		82968
, 	
	e 		82563
s 	
	i 		81822
i 	s 	t 		81802
a 	
	i 		80402
r 	
	a 		80195
i 	t 	a 		79818
a 	
	m 		78958
d 	a 	
		78595
l 	
	a 		77729
u 	n 	a 		76761
i 	o 	n 		76330
o 	n 	a 		75916
r 	a 	n 		72887

	m 	o 		72766
m 	b 	
		72633

	s 	o 		72072
, 	
	a 		72004
p 	a 	r 		71939

	f 	o 		71773
. 	
	a 		71560
l 	
	s 		71332
e 	
	e 		69673
u 	e 	s 		68954

	t 	e 		68761
e 	
	c 		68746
n 	c 	i 		68511

	t 	r 		67895
i 	c 	i 		65729
a 	r 	i 		65597
t 	
	a 		65505
c 	i 	a 		65480
b 	r 	e 		65307
a 	d 	a 		65028
a 	n 	y 		65016
e 	r 	i 		64449
p 	r 	o 		64115
t 	r 	a 		64105
l 	
	e 		63999
o 	
	d 		63536
n 	
	e 		63504
d 	
	a 		63459
e 	
	s 		63416
l 	
	c 		63354
s 	
	s 		62836
o 	s 	
		62814
. 	
	l 		61995
l 	
	p 		61604

	´ 	e 		61536
e 	n 	c 		61316
i 	
	d 		61097

	b 	a 		60098

	h 	a 		59229
a 	
	f 		58872
o 	n 	
		58828

	f 	i 		58446
r 	i 	a 		58289

	l 	i 		57839
c 	a 	
		57642
e 	
	p 		56730
a 	m 	e 		56196
a 	l 	s 		56028
o 	r 	
		55987
r 	
	d 		55884
e 	
	m 		54715
e 	s 	p 		54585
a 	r 	t 		54485
t 	a 	l 		54319
e 	r 	s 		54140
o 	m 	
		54076
r 	
	e 		53722
i 	
	e 		53636
t 	
	e 		53537
a 	
	r 		53150
s 	t 	r 		52985
s 	e 	r 		52914
v 	e 	r 		52898
o 	r 	i 		52879
i 	n 	a 		52854
` 	a 	
		52833
n 	t 	r 		52327
n 	t 	a 		52276
i 	r 	
		52035
t 	o 	r 		51886
n 	
	a 		51704
s 	
	v 		51587

	m 	e 		51484
p 	r 	e 		51411
, 	
	p 		51362
m 	a 	r 		50635
m 	a 	n 		50542
s 	
	m 		50162
r 	e 	n 		49647
r 	
	l 		49622

	s 	a 		49471

	a 	r 		49406
e 	i 	x 		49371

	t 	o 		49357
a 	l 	i 		49295
t 	e 	s 		49237
u 	s 	
		49181
e 	, 	
		49115
a 	t 	s 		48938

	t 	a 		48756
s 	t 	e 		48389
a 	
	t 		48253
c 	a 	r 		48182
e 	u 	
		47897

	e 	x 		47886
c 	i 	o 		47819
a 	r 	a 		47440
e 	s 	. 		47378

	a 	c 		47039
f 	o 	r 		46940
u 	r 	a 		46884
n 	t 	e 		46875
t 	a 	n 		46785
s 	e 	u 		46551
g 	r 	a 		46379
, 	
	s 		46046
e 	
	a 		45864
o 	r 	t 		45818

	s 	i 		45439
i 	s 	
		45349
n 	t 	s 		45277
t 	i 	c 		45202
u 	n 	i 		45013
s 	
	t 		44680

	v 	i 		44562
a 	r 	e 		44547
a 	q 	u 		44508
s 	t 	i 		44010
i 	n 	t 		43991

	g 	r 		43906
n 	
	l 		43798
r 	s 	
		43614
t 	, 	
		43572
a 	
	v 		43456
s 	
	u 		43318
t 	
	p 		43301
a 	n 	d 		43129

	m 	´ 		42747
, 	
	l 		42465
n 	
	d 		42141
e 	s 	, 		42110

	v 	e 		41969
o 	n 	t 		41795

	m 	i 		41691
t 	e 	n 		41663
t 	a 	r 		41649

	s 	u 		41183
, 	
	i 		40839
n 	o 	m 		40455
e 	r 	e 		40450
l 	
	m 		40384
c 	o 	r 		40128
l 	i 	t 		39699

	a 	q 		39604
e 	
	f 		39579

	f 	e 		39308
l 	e 	
		39305
i 	
	a 		39054
s 	e 	g 		38881
´ 	e 	
		38828
s 	a 	
		38731
s 	e 	n 		38703
a 	
	q 		38691
e 	n 	e 		38480
, 	
	c 		38370
m 	´ 	e 		38272
a 	n 	a 		38232
n 	a 	l 		38231
e 	s 	c 		38150
f 	e 	r 		38149
i 	e 	s 		38145
. 	
	p 		37804
i 	n 	e 		37525

	c 	i 		37517
a 	t 	a 		37435
, 	
	d 		37031
e 	
	v 		36566
a 	l 	a 		36424
e 	
	t 		36365
n 	e 	s 		36303
q 	u 	a 		36224

	g 	e 		36212
p 	r 	i 		36102
i 	m 	e 		36005
p 	o 	r 		35939
l 	
	l 		35761
i 	l 	i 		35724
m 	e 	r 		35694
` 	e 	n 		35652
a 	l 	e 		35580
c 	a 	t 		35298
n 	
	c 		35156
i 	t 	
		35138
t 	. 	
		35112
i 	n 	s 		35093
l 	a 	n 		35093
s 	
	l 		34910
o 	m 	e 		34769
. 	
	c 		34673
n 	a 	t 		34566
s 	
	f 		34484

	h 	i 		34342
s 	
	q 		34306

	d 	o 		34214
. 	
	d 		34080
v 	a 	n 		34060
e 	r 	n 		34043
r 	, 	
		33870
o 	n 	e 		33868
o 	u 	
		33791
i 	a 	l 		33775
a 	n 	s 		33650
i 	n 	c 		33559
e 	c 	t 		33500
n 	t 	i 		33459
a 	
	u 		33312
n 	i 	c 		33302
a 	c 	t 		33299

	f 	a 		33216
o 	r 	m 		33113
n 	
	p 		33035
e 	d 	i 		33030

	f 	r 		32962
e 	r 	` 		32804
d 	e 	r 		32783
r 	a 	l 		32686
t 	a 	m 		32359
r 	t 	
		32320
s 	t 	
		32205
g 	e 	n 		32177
i 	
	l 		32153
n 	o 	
		32144
d 	
	e 		31933
l 	a 	r 		31910
d 	e 	n 		31903
a 	l 	t 		31890
d 	o 	r 		31776
s 	e 	v 		31772
n 	e 	r 		31726
i 	d 	e 		31493
e 	l 	e 		31486
t 	r 	o 		31483
t 	u 	r 		31446
o 	, 	
		31437
a 	
	g 		31407
u 	a 	l 		31360
c 	i 	e 		31257
b 	a 	r 		31151
r 	e 	c 		31096
a 	t 	e 		30983

	l 	o 		30966
r 	a 	t 		30935
a 	v 	a 		30850
r 	t 	i 		30834
a 	n 	i 		30819
r 	i 	c 		30757
c 	a 	n 		30734

	m 	u 		30679
f 	i 	c 		30571

	o 	r 		30567
o 	s 	t 		30507
a 	
	b 		30504
r 	a 	c 		30504

	r 	o 		30314
s 	e 	
		30300
t 	r 	i 		29939
e 	c 	i 		29937
r 	m 	a 		29863
i 	c 	
		29834
e 	n 	a 		29816
. 	
	t 		29800

	s 	
		29757
c 	o 	l 		29688
l 	
	i 		29681
e 	s 	i 		29633
o 	r 	a 		29615
p 	o 	s 		29430
n 	y 	
		29407
- 	
	- 		29288
e 	v 	a 		29277
s 	
	r 		29136
f 	i 	n 		29105
l 	i 	n 		29066
b 	l 	e 		28966
t 	e 	m 		28963
s 	
	o 		28937
o 	r 	d 		28873
a 	d 	o 		28774
m 	e 	s 		28750
i 	x 	
		28730
e 	s 	e 		28680
a 	n 	c 		28620
v 	e 	n 		28482

	o 	
		28458
a 	
	n 		28256
s 	
	. 		28216
e 	m 	p 		28148
e 	t 	a 		28146

	c 	r 		28144
l 	. 	
		28075
m 	b 	r 		27992
a 	d 	e 		27853
m 	a 	
		27834
r 	t 	a 		27678
e 	
	b 		27671
l 	, 	
		27667

	c 	e 		27615
d 	i 	s 		27589
l 	
	t 		27571
t 	
	i 		27530
e 	n 	s 		27508
m 	a 	t 		27467
a 	t 	i 		27447
n 	i 	t 		27336
e 	n 	i 		27304
t 	i 	t 		27281
e 	. 	
		27254
e 	m 	b 		27182
, 	
	m 		27180
r 	e 	t 		27120
l 	i 	c 		27105
o 	m 	p 		27067

	n 	a 		26934
n 	a 	r 		26912
i 	, 	
		26845
e 	
	n 		26812
r 	` 	a 		26779
i 	n 	i 		26745
n 	, 	
		26697
i 	d 	a 		26673
f 	o 	u 		26593
. 	
	s 		26591
d 	i 	c 		26590
. 	
	m 		26497
o 	b 	r 		26421
e 	l 	a 		26397
t 	` 	a 		26374
d 	i 	a 		26351
n 	y 	a 		26299
r 	e 	g 		26203
e 	s 	a 		26182
o 	l 	
		26140
e 	
	r 		26131
i 	v 	e 		26108
c 	a 	p 		26076
o 	r 	s 		25958
r 	i 	m 		25914
r 	a 	d 		25888
c 	a 	s 		25860
a 	s 	a 		25833

	j 	o 		25825
a 	
	o 		25791

	d 	u 		25744
t 	o 	t 		25726
t 	e 	
		25709
e 	
	i 		25702
e 	r 	t 		25688

	j 	u 		25502

	o 	f 		25491
a 	r 	c 		25366
e 	g 	u 		25202
o 	
	e 		24995
q 	u 	i 		24962
o 	n 	i 		24948
i 	a 	. 		24889
o 	r 	e 		24886
a 	s 	t 		24751
i 	e 	n 		24749
s 	a 	n 		24733
n 	
	s 		24705
m 	i 	n 		24627
c 	a 	l 		24610
e 	
	g 		24562
s 	
	h 		24430
- 	
	d 		24423
l 	i 	a 		24391

	t 	h 		24330
s 	o 	n 		24288
l 	
	r 		24248
n 	
	m 		24237
r 	i 	s 		24163
r 	i 	
		24148
m 	u 	n 		24130
p 	e 	l 		24112
t 	i 	n 		24110
i 	
	p 		24100
s 	o 	c 		24023
t 	
	c 		23979

	g 	u 		23913
b 	l 	i 		23884
i 	t 	z 		23863
o 	m 	a 		23828
c 	t 	e 		23765
i 	
	c 		23745
u 	l 	a 		23723
i 	t 	u 		23695
, 	
	q 		23675
´ 	i 	s 		23632
c 	i 	p 		23548
r 	i 	n 		23473
r 	
	u 		23458
i 	n 	g 		23415
d 	r 	e 		23377
t 	
	l 		23298
. 	
	f 		23265

	o 	b 		23237
o 	t 	a 		23189

	n 	e 		23181
r 	. 	
		23180
b 	´ 	e 		23146
n 	c 	e 		23136
n 	d 	a 		23109
s 	i 	t 		23083
u 	t 	a 		23056
o 	d 	e 		22969

	d 	a 		22963
o 	l 	i 		22937
c 	e 	n 		22883
r 	` 	o 		22864
a 	
	. 		22856
m 	o 	n 		22800
r 	
	p 		22758
r 	i 	t 		22700
i 	l 	
		22670
i 	
	v 		22634
t 	h 	e 		22616
r 	o 	
		22601
a 	i 	x 		22583
a 	l 	m 		22459
g 	u 	e 		22445
o 	. 	
		22334
d 	
	u 		22327
m 	o 	r 		22240

	a 	s 		22232
o 	t 	
		22172
b 	e 	r 		22148
o 	v 	e 		22082
´ 	o 	n 		22051
m 	
	a 		22015
l 	
	n 		21996
n 	i 	a 		21987
v 	o 	l 		21946
s 	o 	s 		21935
n 	
	t 		21907

	b 	e 		21862
f 	r 	a 		21844
o 	
	l 		21827
o 	
	a 		21781
. 	
	r 		21778
e 	t 	
		21764
i 	l 	a 		21736
l 	o 	n 		21686
e 	n 	d 		21661

	a 	b 		21643
r 	
	c 		21637
e 	r 	m 		21620
r 	o 	p 		21609
v 	a 	l 		21556
r 	e 	i 		21544
s 	t 	` 		21340
e 	t 	e 		21258
r 	m 	e 		21202

	h 	o 		21183
t 	u 	a 		21181
o 	l 	t 		21121
u 	r 	e 		21039
t 	z 	a 		21007
c 	s 	
		20917

	e 	r 		20887
o 	r 	o 		20879
e 	x 	t 		20840
o 	s 	a 		20781
u 	n 	t 		20760
´ 	i 	
		20713
o 	l 	o 		20694
, 	
	t 		20612
n 	s 	e 		20467
l 	
	o 		20424
. 	
	v 		20424
i 	a 	, 		20357

	g 	a 		20311
d 	o 	n 		20274
l 	´ 	i 		20223
n 	d 	e 		20218
` 	o 	
		20213
c 	t 	u 		20175
i 	x 	e 		20153
h 	e 	
		20110
h 	a 	
		20034
l 	e 	n 		20025
n 	s 	t 		19989
e 	m 	e 		19943

	e 	d 		19933

	c 	l 		19915
r 	e 	a 		19849
r 	o 	b 		19768
a 	r 	d 		19739
r 	o 	n 		19691

	b 	o 		19672
c 	a 	m 		19618

	i 	m 		19615
l 	o 	r 		19594
e 	m 	a 		19584
n 	o 	r 		19575
o 	g 	r 		19520
p 	a 	l 		19467

	f 	u 		19449

	r 	i 		19444
s 	
	n 		19432
l 	a 	c 		19411
e 	a 	r 		19391
v 	i 	a 		19383

	p 	l 		19380
´ 	i 	n 		19377
i 	t 	s 		19370
r 	i 	e 		19345
l 	
	v 		19317
s 	
	b 		19305
i 	s 	i 		19286

	j 	a 		19257
l 	i 	s 		19193
r 	a 	r 		19176
t 	a 	c 		19174
l 	m 	e 		19173
u 	e 	r 		19150
l 	t 	r 		19139
r 	´ 	i 		19114
r 	o 	m 		19093
l 	
	g 		19087
m 	p 	o 		19065
a 	v 	i 		19032
i 	a 	n 		19031
r 	n 	a 		19004
o 	b 	l 		18967
c 	r 	e 		18962
c 	u 	l 		18954
, 	
	f 		18952
s 	o 	l 		18914
r 	´ 	e 		18905
l 	
	f 		18856
c 	r 	i 		18852
i 	q 	u 		18836
` 	a 	n 		18825
r 	i 	o 		18813
n 	e 	a 		18802
m 	b 	´ 		18788
r 	` 	e 		18762
s 	a 	r 		18718
n 	o 	v 		18678

	a 	i 		18619
p 	a 	n 		18576
i 	n 	d 		18573
e 	g 	a 		18535
b 	a 	n 		18493
l 	a 	t 		18478
r 	
	i 		18445
a 	s 	i 		18396
a 	v 	e 		18391
u 	l 	t 		18368
i 	
	s 		18355

	a 	p 		18355
e 	r 	c 		18315
u 	c 	i 		18285
r 	e 	, 		18270
r 	i 	b 		18260
a 	n 	e 		18252
p 	r 	´ 		18241
. 	
	b 		18168
i 	f 	i 		18154
a 	n 	o 		18143
v 	e 	s 		18127
n 	
	u 		18117
` 	e 	s 		18062
m 	o 	l 		18054
o 	f 	
		18034
u 	t 	
		18011
h 	i 	
		17984
o 	c 	a 		17954
t 	s 	. 		17935
e 	u 	s 		17915

	p 	i 		17913
p 	l 	a 		17901
b 	
	e 		17871
n 	
	i 		17867
c 	e 	s 		17862
t 	
	s 		17835
s 	i 	c 		17833

	b 	i 		17812
i 	m 	p 		17812
r 	e 	p 		17807
b 	l 	a 		17783

	a 	u 		17771
n 	d 	i 		17746
s 	i 	´ 		17719

	r 	a 		17692
n 	. 	
		17665
m 	` 	a 		17664
i 	. 	
		17605

	p 	u 		17605

	b 	r 		17575
t 	` 	o 		17568
. 	
	. 		17558
o 	l 	a 		17532
s 	
	g 		17522
a 	f 	i 		17493
s 	c 	o 		17491
e 	r 	o 		17442
a 	n 	g 		17420
, 	
	v 		17366
g 	u 	i 		17286
s 	e 	s 		17212
