-	0,063328153807185
,	1,046918128515300
.	17,977160251486200
`	0,621692860089648
´	1,192760797685880
+	0,243628298466816
<	0,074087158140136
a	8,560676735419040
b	1,011551313894450
c	3,481226081018860
ç	0,020478772103532
d	3,258196261090650
e	10,336383262243400
f	0,922579114864839
g	1,207635431783580
h	0,947272299863133
i	5,841801185357200
j	0,237299640406982
k	0,103953648332473
l	4,136257670864910
m	2,506512764606520
n	5,352242557179570
ñ	0,027212031328829
o	5,421411230517940
p	2,271438524127730
q	0,778605270470297
r	5,437065122985000
s	5,971641859610270
t	5,280469260262640
u	3,385460630847860
v	0,810544294065431
w	0,282967551803580
x	0,492215524813006
y	0,470070605634771
z	0,227255706312434
